age,years_licensed,vehicle_age,vehicle_type,annual_mileage,prior_claims,avg_speed_mph,hard_braking_per_trip,sharp_cornering_per_trip,night_driving_pct,highway_pct,trips_per_week,phone_use_per_trip,speeding_pct,annual_premium
49,34,8,Truck,6268,1,30.6,1.61,0.15,12.4,4.4,32.9,0.65,28.4,1548.35
72,55,12,Hatchback,20767,0,62.1,1.51,0.25,19.7,50.7,24.5,0.36,4.6,1101.14
21,2,7,Sedan,7274,0,70.0,0.36,1.37,4.7,47.3,23.7,1.23,11.5,1696.32
72,54,12,Sports,12881,0,35.6,0.24,0.59,6.3,64.8,34.9,0.15,33.6,1475.14
28,9,14,Truck,5037,1,48.9,0.24,0.99,23.7,53.7,24.1,0.2,16.3,1860.04
73,55,10,SUV,10404,0,29.4,4.59,1.14,32.1,35.6,31.9,0.75,24.1,1529.64
34,19,11,Truck,13688,0,27.6,1.77,1.8,54.2,55.1,24.8,0.76,5.9,1712.91
55,38,13,Sedan,8701,0,47.0,1.32,1.97,31.2,26.2,5.8,1.88,35.3,1404.67
41,23,3,Truck,14347,1,49.9,0.58,0.39,36.6,39.0,30.3,0.49,11.9,1981.09
22,6,0,SUV,10924,1,38.2,0.85,0.94,7.4,40.5,32.7,0.43,6.9,1678.9
69,50,3,Sedan,16640,3,31.4,0.14,0.16,44.4,40.4,22.4,0.44,10.9,1646.72
51,36,18,Truck,17447,0,35.6,9.44,2.21,22.5,49.8,15.7,0.22,27.7,1772.74
23,7,8,SUV,9653,0,55.7,2.11,2.24,31.8,68.9,37.2,0.24,42.3,1870.27
39,22,9,Sedan,12307,0,55.8,1.46,0.43,48.2,56.5,23.8,0.16,5.5,1260.35
28,13,3,Sedan,12734,1,52.7,1.33,0.21,30.1,80.1,22.2,0.45,54.7,1844.55
65,49,19,SUV,14477,0,40.4,1.05,0.09,23.1,5.2,28.6,0.92,4.5,1109.7
33,18,8,SUV,12058,0,32.1,0.45,1.03,39.3,62.7,46.9,0.5,20.3,1617.79
50,32,12,Sports,12761,1,60.8,0.39,0.12,39.3,59.0,28.9,0.32,7.4,2080.23
26,8,11,Hatchback,11026,0,64.7,1.2,1.37,11.7,58.7,26.4,0.03,5.1,1061.58
23,4,10,SUV,12461,0,38.7,0.11,1.36,27.6,21.7,25.6,0.14,50.0,1838.67
33,14,11,Truck,17192,0,43.1,0.12,1.14,28.5,32.2,38.2,0.93,29.5,1987.3
46,28,17,SUV,14584,1,27.4,1.23,2.51,42.4,17.3,29.2,0.25,24.8,1689.72
20,5,11,Truck,14805,0,51.4,3.79,0.57,25.1,34.8,31.9,1.08,33.4,2358.21
37,19,15,Sedan,14892,0,69.9,3.68,2.79,18.6,45.3,27.4,0.14,18.9,1540.65
53,34,4,SUV,11385,0,56.3,0.02,0.05,25.1,75.8,29.3,0.43,32.9,1511.39
36,18,19,SUV,13275,0,71.5,0.17,0.14,12.7,48.5,22.8,1.66,18.2,1380.04
43,25,11,Sedan,7659,0,40.3,1.31,0.64,4.4,39.1,26.4,0.41,20.6,1307.32
20,5,10,Truck,17075,0,29.3,2.83,1.08,29.5,37.2,19.5,0.12,32.4,1832.86
36,20,8,Sports,1000,0,63.1,4.63,0.04,22.6,42.5,20.9,0.13,26.4,1838.35
37,18,17,SUV,11651,1,47.1,2.96,1.01,27.8,51.8,28.9,0.09,8.9,1829.37
49,34,2,SUV,16564,2,34.3,1.7,0.44,34.4,32.9,19.4,0.01,27.2,1820.78
24,6,19,Sports,6545,0,67.5,0.34,2.62,32.8,59.8,26.0,0.59,1.6,1768.73
69,51,16,Truck,13599,1,37.7,0.11,0.91,47.0,88.5,22.1,0.76,6.7,1627.79
58,42,13,Sedan,9277,0,31.6,0.07,1.06,24.6,66.6,16.0,0.86,25.6,915.36
50,31,0,Sedan,10525,0,52.2,1.42,3.49,52.1,77.1,26.8,0.04,5.7,1464.69
57,38,16,Truck,15784,0,29.4,0.06,1.73,40.4,76.2,31.2,1.43,25.6,1484.83
56,39,7,SUV,12792,0,57.3,2.02,0.69,22.3,63.2,14.5,0.48,18.0,1345.4
35,16,4,Sedan,3863,0,31.2,1.87,0.78,36.4,53.9,29.9,0.05,46.3,1091.67
57,41,4,Sedan,8094,0,48.0,0.12,1.25,17.2,91.6,16.1,0.04,5.1,1004.25
18,1,8,Sports,15901,0,48.8,3.56,0.27,37.2,37.7,35.8,0.36,8.5,2394.08
28,11,2,Truck,13796,0,48.2,1.11,0.11,20.0,68.2,29.5,0.14,23.5,1762.73
45,27,18,Hatchback,18993,1,29.5,3.52,0.45,35.3,26.0,14.5,0.14,28.9,1542.98
74,55,8,Truck,18731,0,42.7,3.48,1.81,46.8,46.6,31.8,0.01,28.5,1893.61
42,23,17,Hatchback,10631,0,61.5,0.33,0.36,37.7,29.9,20.1,0.33,14.2,1104.06
67,50,15,Sedan,22013,0,42.6,0.72,0.17,33.1,76.5,17.3,0.05,12.4,1076.12
40,22,0,Truck,12098,0,31.2,0.22,0.3,39.6,43.6,30.8,0.04,35.7,1545.74
48,32,1,Sedan,8149,0,39.7,2.24,1.36,34.0,64.7,34.7,0.09,8.5,1322.78
47,29,13,Truck,9465,1,29.9,1.05,1.14,58.7,66.6,28.8,0.01,12.6,1624.57
59,41,13,SUV,2973,0,20.0,3.96,1.4,37.6,58.0,22.0,0.05,8.2,1177.99
52,35,0,Sedan,18428,0,42.9,0.35,0.47,42.2,38.1,26.4,0.45,0.1,1308.2
24,7,15,Sports,18379,0,46.2,1.75,2.77,29.5,24.3,20.3,0.15,10.5,2186.36
33,18,14,Sports,7938,0,53.4,6.8,0.72,17.7,83.3,23.6,0.04,22.9,1850.81
43,27,14,Sedan,11088,0,50.6,1.64,0.87,26.6,42.7,28.3,0.07,6.6,1206.48
65,48,11,SUV,12382,1,52.4,0.11,3.57,8.9,46.1,13.6,0.02,6.8,1451.9
74,55,15,SUV,8159,1,44.5,1.33,4.65,40.9,23.9,28.6,0.75,23.9,1822.32
69,53,13,SUV,4980,1,70.5,0.3,1.3,48.6,63.8,13.7,0.41,12.1,1336.63
66,50,14,Sports,11159,1,34.9,0.05,3.48,67.2,39.9,14.8,0.32,16.5,1961.0
19,2,14,Sedan,10716,0,41.2,0.61,0.94,38.9,48.9,30.2,1.03,11.1,1618.15
18,2,18,Hatchback,10446,0,64.9,0.46,0.44,34.7,49.5,18.2,0.04,19.8,1378.63
65,48,7,Sedan,12891,2,40.3,2.33,0.45,36.0,56.4,17.1,0.02,7.2,1351.08
29,11,1,Truck,17718,0,43.7,0.7,0.98,43.0,67.2,22.6,0.28,46.1,2325.33
22,7,1,Truck,10788,0,49.9,1.98,1.11,46.7,42.7,20.3,0.15,12.3,1738.4
54,36,9,Sedan,12682,0,59.0,0.02,0.69,14.0,65.2,26.9,0.32,0.3,963.49
49,32,2,Sedan,14907,0,46.7,0.02,2.58,21.4,63.2,26.4,1.17,25.7,1484.64
72,55,16,Sports,14217,0,34.4,0.04,0.67,9.5,52.1,17.1,0.3,18.0,1131.49
26,8,7,Truck,9542,0,40.1,0.37,0.38,14.1,69.1,11.3,0.09,19.1,1245.64
58,39,3,Sedan,12386,1,51.5,0.7,0.01,28.8,88.4,23.4,0.8,5.4,1179.6
52,33,13,SUV,14190,0,41.5,1.4,4.23,44.6,41.6,33.8,0.25,3.6,1657.5
36,17,9,Sedan,7487,1,39.4,6.39,2.09,49.8,29.9,24.5,0.7,16.2,1845.19
65,48,0,Sedan,17054,0,33.8,0.66,1.15,7.5,55.0,22.2,0.08,4.1,1359.0
33,17,3,SUV,17726,1,59.3,0.09,2.13,16.1,57.8,38.8,0.21,24.7,2082.46
20,3,0,Sedan,9109,0,43.5,0.33,1.99,38.1,26.8,31.0,0.01,3.8,1621.0
37,21,16,Sports,12775,0,43.6,3.42,3.22,18.9,33.2,11.2,0.13,22.8,2009.61
41,23,16,Truck,14569,0,53.2,1.8,0.59,11.1,56.9,22.8,0.52,17.5,1662.44
71,55,6,Hatchback,9818,2,28.7,2.34,0.97,22.0,44.3,26.8,0.17,10.0,1012.88
73,55,19,Truck,13926,1,45.5,0.2,0.12,9.8,28.1,16.5,0.07,28.3,1490.0
50,31,14,Hatchback,12653,1,63.1,0.22,4.03,11.4,41.3,22.7,0.03,7.0,1259.33
41,24,12,SUV,6128,1,44.2,0.18,5.05,19.6,53.7,25.2,0.46,24.1,1415.85
69,51,1,SUV,13837,1,47.6,2.92,1.87,25.1,80.4,23.2,0.04,60.0,1817.55
28,9,18,Hatchback,7599,0,47.4,0.35,0.73,30.2,7.6,15.3,0.8,32.2,1398.95
66,48,12,SUV,15757,0,57.7,1.55,0.82,9.3,55.5,36.7,0.22,29.6,1490.76
25,10,10,Sedan,9315,2,47.4,1.09,0.69,32.4,49.8,27.1,0.18,16.5,1953.78
53,36,14,Truck,11355,0,74.6,1.18,0.42,15.9,69.8,18.1,0.49,12.2,1284.57
55,38,9,Hatchback,17489,0,47.8,0.33,0.9,20.5,30.3,32.0,0.41,49.7,1348.24
57,42,8,Truck,13986,0,39.8,1.51,0.07,10.1,43.1,24.4,2.19,35.5,1585.44
37,20,8,SUV,7682,0,63.1,0.07,5.78,69.5,6.0,32.9,0.03,21.5,1680.5
52,36,19,Truck,7940,0,42.5,7.55,0.66,70.6,53.4,24.2,0.95,3.6,1673.3
65,47,0,Hatchback,9603,0,37.8,0.04,3.15,13.5,65.2,13.2,0.46,17.8,1014.34
42,23,16,Sedan,13579,2,30.7,0.08,1.55,30.0,44.3,16.5,1.07,41.1,1753.89
52,37,11,Truck,13433,0,50.7,0.59,0.41,23.0,27.0,34.1,0.59,12.2,1655.74
42,26,9,Sedan,8628,0,39.5,2.67,0.3,15.2,72.7,33.3,0.72,16.9,1126.68
46,27,4,SUV,7331,0,35.7,0.45,6.53,27.0,74.2,14.4,0.77,2.2,1396.93
35,16,17,SUV,13126,0,38.2,0.96,1.77,3.7,54.2,36.1,0.01,2.7,1093.44
63,48,14,Sedan,11273,0,40.6,0.03,0.34,5.5,59.8,33.2,0.91,23.5,898.82
35,19,5,Sedan,20629,0,55.0,0.12,0.08,23.2,46.3,19.9,0.57,3.6,1246.71
19,0,6,SUV,12146,0,50.8,1.4,1.43,3.0,30.0,24.4,1.47,8.0,1872.88
71,52,16,Sedan,19257,0,43.3,0.32,0.43,25.0,52.6,7.4,0.07,2.2,1087.22
52,36,5,Sedan,7318,0,51.7,1.78,0.3,12.3,17.1,19.4,1.27,8.6,1265.82
33,16,7,Sports,5707,0,43.7,2.31,1.59,25.3,63.3,23.3,0.96,14.9,1802.25
58,39,11,Sedan,7520,1,47.5,2.85,1.36,23.7,42.9,27.5,0.13,23.8,1429.19
53,35,13,SUV,16757,0,37.0,0.22,0.79,48.9,59.9,24.1,0.07,19.0,1391.2
50,34,11,Hatchback,19024,0,37.1,0.91,3.43,25.4,16.5,26.1,0.5,60.0,1614.29
21,2,9,Sedan,8871,0,46.8,4.41,1.37,38.1,62.5,17.3,0.56,14.7,1517.54
50,35,19,SUV,10158,0,46.8,2.22,2.69,8.6,59.0,27.6,0.62,31.3,1391.71
31,13,14,SUV,7324,0,57.1,0.19,0.25,29.9,67.8,38.5,0.93,6.3,1250.67
38,19,6,Truck,4753,0,51.0,1.05,0.42,26.6,50.1,28.5,0.41,23.4,1421.19
65,47,8,Hatchback,14874,0,39.1,3.83,0.13,26.9,31.5,25.3,0.17,35.0,1116.31
37,19,9,Hatchback,12892,0,29.6,0.87,0.44,26.4,63.5,19.1,0.97,34.2,1343.94
73,55,9,Truck,12042,0,55.6,2.72,4.28,49.5,74.5,22.1,0.28,24.4,1904.6
25,7,15,Sedan,6400,0,49.0,1.03,3.95,34.4,56.3,14.5,0.29,16.0,1263.56
24,7,6,Sedan,18560,0,56.6,0.17,1.71,31.3,68.4,13.4,0.34,10.0,1505.79
20,4,4,SUV,9987,0,50.5,0.24,0.88,21.2,60.1,24.4,0.9,42.7,1807.79
34,17,2,Sedan,14135,1,66.7,0.07,1.82,36.7,47.8,29.4,1.77,4.8,1853.68
50,35,17,Truck,6182,0,42.4,0.33,0.97,48.3,61.0,18.2,0.09,6.0,1181.84
65,46,10,Truck,11238,0,45.5,3.36,0.0,32.0,64.7,34.6,0.07,4.7,1048.12
29,13,14,Sedan,13165,0,54.5,1.58,0.84,21.8,65.0,20.5,0.17,5.8,1320.27
68,52,19,Sports,13308,0,55.4,2.01,1.1,34.7,67.3,24.3,1.17,15.0,1841.43
39,24,4,Sedan,12619,0,48.9,1.46,0.37,22.7,22.6,32.6,0.38,36.8,1378.18
72,55,11,SUV,13978,1,25.9,0.73,0.27,41.7,30.9,22.5,0.0,26.5,1647.92
39,20,3,Truck,7478,0,23.8,0.37,0.38,25.3,37.4,30.0,0.44,8.5,1176.77
63,46,14,SUV,12789,0,40.4,3.9,1.17,14.4,84.1,29.6,0.4,21.0,1193.56
47,29,8,SUV,12455,1,45.3,1.08,0.19,65.5,56.1,19.6,0.04,16.7,1860.42
55,38,6,Sedan,12927,1,22.6,0.98,1.53,51.0,19.1,19.8,0.08,14.5,1595.02
55,39,9,SUV,12289,1,44.6,8.32,0.66,45.2,75.0,34.8,0.05,14.9,1670.4
62,43,12,Truck,6907,1,52.8,0.73,0.52,27.4,51.6,35.6,0.37,12.7,1556.27
68,51,7,Hatchback,6729,0,44.3,2.89,1.98,25.1,49.7,30.0,0.38,34.5,1212.98
71,52,11,SUV,3143,0,48.5,2.97,0.85,47.2,67.7,18.1,0.31,33.6,1389.44
25,6,18,SUV,15270,0,52.1,0.4,0.57,10.3,40.2,31.9,0.3,25.0,1507.4
44,26,0,Truck,15311,2,25.8,0.15,2.53,32.3,49.8,22.8,0.43,0.2,2029.8
44,26,15,Hatchback,15374,1,52.8,5.57,0.55,23.9,41.0,14.9,0.54,33.5,1788.99
51,35,16,Sedan,13227,0,36.2,0.83,2.35,18.6,47.4,19.9,1.66,14.2,1255.19
38,23,17,SUV,3468,0,42.1,0.0,0.84,16.6,85.7,23.2,0.39,6.6,1111.69
47,28,10,Truck,7893,0,37.1,1.04,0.28,55.7,43.9,33.7,0.15,12.2,1016.55
50,35,17,SUV,12682,0,57.9,1.45,1.14,43.2,90.3,18.6,1.84,10.2,1480.54
45,29,6,Sedan,12542,0,30.9,2.24,0.4,16.6,37.8,17.3,0.06,30.7,1211.19
64,45,17,SUV,11109,0,61.6,4.3,0.19,7.7,39.4,21.1,0.19,32.0,1546.67
50,31,7,Sedan,13476,1,73.7,3.7,0.11,5.4,57.5,24.0,1.16,8.7,1744.05
22,7,5,SUV,12047,2,26.4,4.22,0.33,35.4,79.7,30.4,1.44,24.2,2244.81
65,48,6,SUV,12483,0,38.0,0.05,1.6,74.0,81.3,29.6,0.52,9.3,1348.14
36,18,9,Sports,9444,1,52.3,1.87,2.18,30.0,19.8,7.0,0.01,14.7,1899.04
21,4,10,SUV,15928,0,33.1,0.38,2.37,10.1,94.5,22.2,0.29,47.7,1927.53
52,37,12,Sedan,10277,0,41.7,0.31,0.38,35.5,31.4,26.0,1.35,47.4,1211.8
66,48,8,Sedan,6677,0,47.1,2.42,1.3,21.1,38.6,18.0,1.1,6.6,1035.24
34,17,6,Sports,8916,0,36.4,0.81,0.31,22.0,63.7,18.8,1.12,12.7,1552.52
61,43,8,Sedan,10606,0,46.0,3.73,1.17,35.3,47.0,30.0,0.17,14.9,1442.38
45,26,12,SUV,15976,0,56.4,0.07,2.62,7.7,25.7,30.5,0.87,37.1,1699.03
47,30,2,Sedan,11831,0,44.1,2.43,0.05,58.3,48.3,23.6,0.56,15.8,1673.69
46,28,2,Truck,11255,1,32.5,0.22,5.06,31.5,40.9,28.2,1.12,14.7,2091.22
63,45,0,SUV,7005,1,59.0,0.29,2.11,32.4,47.7,28.7,0.51,46.6,1500.61
70,52,19,SUV,15142,0,61.7,0.97,1.72,17.0,27.5,16.2,0.24,23.3,1598.55
23,6,1,SUV,9392,0,49.4,0.76,1.41,7.7,28.1,16.3,0.5,1.8,1392.6
52,36,2,Sports,11600,0,33.2,1.0,1.77,27.3,40.2,21.9,0.22,29.7,1786.96
58,41,14,SUV,17921,2,34.5,4.22,6.26,20.0,30.6,19.5,0.0,10.2,2229.94
54,39,5,Truck,14035,0,20.0,1.61,1.76,43.8,67.9,20.2,0.85,8.2,1518.52
41,24,12,Sports,5487,1,37.9,0.51,0.52,10.0,44.4,24.2,0.95,7.0,1671.15
46,28,0,Hatchback,4922,0,57.8,0.28,1.14,52.1,60.2,24.3,0.69,9.1,1179.43
66,47,19,Sedan,11743,1,36.8,0.82,0.49,4.7,77.2,4.5,0.13,10.6,824.58
63,46,18,Hatchback,7149,0,33.5,0.9,4.21,33.2,50.7,25.8,0.07,13.5,933.37
70,53,0,Sedan,14594,1,57.3,1.38,2.76,11.1,35.2,23.0,0.09,17.7,1545.94
48,30,1,SUV,12169,0,58.8,0.46,1.01,7.0,90.5,26.8,0.35,21.6,1456.38
52,33,14,Sports,12662,0,38.6,2.19,1.82,29.7,36.3,19.9,0.15,34.8,1639.41
50,31,13,Sedan,9173,0,51.1,0.16,2.89,23.9,22.3,19.9,1.05,44.7,1790.64
69,54,18,Sedan,18966,1,34.6,1.23,0.34,75.6,86.6,21.9,0.39,9.1,1503.96
38,21,10,Sedan,23370,0,40.9,1.47,1.04,22.9,76.9,33.5,0.3,41.6,1703.97
49,30,14,SUV,10886,0,23.2,0.35,0.79,36.6,20.4,21.7,1.03,32.5,1478.6
40,21,5,SUV,13412,0,49.3,2.62,1.77,15.4,12.6,33.9,0.04,27.1,1862.43
50,34,19,Truck,12390,0,43.8,1.43,0.57,31.5,57.0,32.8,1.02,17.3,1482.08
20,4,8,Sports,10961,0,36.9,1.56,1.48,25.9,20.7,22.3,0.81,48.8,2537.9
35,16,4,Truck,8672,0,43.9,1.03,0.62,5.9,67.4,20.9,0.58,10.9,1415.72
42,27,19,Sedan,7660,0,42.4,3.61,0.14,43.2,39.1,21.2,0.06,13.2,1167.96
59,40,1,Hatchback,7458,0,35.1,1.78,0.14,50.8,51.8,23.8,0.03,37.6,1011.78
48,30,5,Sedan,13621,1,49.8,0.72,0.15,27.3,31.5,20.5,0.09,11.5,1416.07
71,54,17,Sedan,9921,0,41.4,0.41,0.04,66.5,66.8,30.9,0.16,11.2,1041.65
20,5,18,Sedan,1687,0,43.4,0.11,0.91,28.3,18.7,19.8,0.48,17.9,1347.51
57,39,8,SUV,13779,1,27.5,0.27,1.34,24.8,15.4,31.9,0.04,57.6,1800.3
63,48,5,Sedan,11847,1,43.5,7.38,0.16,22.9,50.3,17.5,0.1,6.5,1487.56
41,23,13,Sedan,17387,1,42.8,0.78,1.14,16.7,47.1,11.7,0.11,10.6,1502.81
67,50,12,Sedan,13492,0,35.1,3.43,1.09,36.1,61.7,10.6,0.56,12.7,1112.3
49,32,10,Sedan,6085,1,51.4,0.28,0.19,31.5,52.0,20.7,0.21,38.5,1377.53
64,48,11,SUV,3081,0,20.0,0.83,0.62,52.8,77.4,18.5,0.16,20.2,856.44
39,21,18,Sports,9122,0,39.2,4.85,1.69,4.7,55.8,18.2,0.01,30.4,1681.68
40,24,18,Truck,9500,0,48.7,0.14,0.02,41.1,36.1,32.9,0.05,24.6,1355.54
19,1,18,Sedan,15773,0,70.2,1.35,0.19,11.8,49.1,19.1,0.4,6.4,1627.11
44,28,12,Sedan,11965,0,28.6,3.77,6.58,29.7,50.8,9.3,0.5,9.8,1682.34
59,42,13,Hatchback,16535,0,46.1,4.48,1.59,24.3,43.6,29.5,0.68,18.1,1391.59
19,4,17,Sedan,6701,0,51.6,2.81,0.75,3.3,41.0,35.7,0.34,2.6,1151.16
43,27,11,Sports,15861,0,45.8,2.91,1.19,9.4,67.1,28.6,0.16,9.8,1856.68
34,16,3,Sedan,14884,2,30.2,1.58,2.25,61.0,68.3,19.6,0.17,40.0,2074.64
57,39,9,Hatchback,3927,1,39.2,0.37,2.22,24.0,80.6,26.4,0.53,5.7,825.09
50,33,16,Sedan,17290,0,20.0,1.97,0.47,40.1,78.8,18.6,0.28,54.2,1346.73
26,8,3,SUV,12374,1,45.0,5.75,0.81,30.2,65.8,17.2,0.09,10.5,2171.24
60,41,11,Truck,13568,0,28.0,1.12,1.22,20.9,50.0,23.4,0.0,14.3,1321.23
71,55,12,SUV,8540,0,50.5,0.45,0.09,8.5,55.3,24.5,0.15,1.1,1027.96
65,49,3,Sedan,17101,0,37.2,1.28,3.5,69.4,38.1,23.4,0.7,15.9,1683.33
56,41,9,SUV,7257,0,36.0,1.76,0.68,38.9,80.6,38.4,0.55,46.7,1364.29
46,29,2,Truck,15328,0,47.0,0.35,0.56,41.7,50.1,25.3,0.05,4.3,1586.75
59,43,14,Sedan,15282,0,48.1,1.91,2.85,15.8,19.4,32.7,0.29,42.0,1532.42
72,55,1,Sedan,8103,0,55.5,1.33,0.15,38.4,28.3,42.9,0.08,21.0,1219.99
43,24,16,SUV,19933,1,41.9,1.42,0.05,4.5,49.2,21.2,0.32,26.6,1565.44
52,35,5,Sedan,12926,0,43.7,0.55,1.39,5.3,76.2,26.2,0.06,1.6,990.62
67,49,7,Truck,14616,0,28.4,0.25,0.58,28.1,15.0,31.5,0.57,7.4,1418.4
42,23,2,Sedan,5892,0,62.4,1.47,1.74,14.0,53.4,26.0,0.44,28.3,1234.1
41,22,17,SUV,20471,0,33.8,1.32,0.09,16.6,70.9,22.8,0.15,2.3,1386.86
30,15,0,Sedan,7102,0,53.7,0.62,0.58,17.6,18.4,43.7,2.44,10.5,1430.99
24,9,15,SUV,16100,0,53.8,0.53,0.32,17.4,29.7,34.6,0.44,14.1,1587.33
74,55,6,Sedan,8021,0,49.8,0.64,1.61,10.5,64.5,8.2,0.16,46.7,1191.61
53,34,2,Sedan,9524,0,42.2,1.01,0.31,64.4,11.5,35.9,0.22,16.0,1399.91
62,44,3,Sedan,15155,0,40.6,5.52,0.73,21.2,20.0,37.8,1.24,9.0,1674.31
37,21,8,Hatchback,16110,1,44.2,2.16,2.05,19.0,32.3,34.6,0.11,16.3,1495.35
18,3,4,Sedan,6915,1,22.2,2.86,2.96,12.1,24.1,31.0,0.11,35.4,1906.45
25,7,18,Truck,16362,0,44.7,1.06,1.54,27.5,35.5,37.4,0.42,10.7,1725.07
63,46,14,Sedan,16180,0,62.8,1.12,0.67,67.7,69.7,32.1,0.2,33.8,1488.66
33,18,7,Sedan,8248,0,42.3,0.34,1.02,26.6,18.3,29.6,0.18,1.0,1293.85
31,15,5,SUV,18395,0,44.6,1.92,1.4,54.3,88.6,26.1,0.26,2.2,1832.5
29,12,17,SUV,6173,0,32.7,0.82,2.49,30.4,53.5,16.4,0.89,1.7,1098.34
68,51,18,Hatchback,9501,0,47.2,2.03,2.63,19.6,38.7,14.0,0.92,30.8,1167.49
40,24,14,Hatchback,13916,0,35.7,0.79,3.21,2.6,64.6,31.2,0.55,13.9,1288.54
32,17,6,Truck,8586,0,55.2,0.17,2.0,23.9,40.9,31.0,0.43,14.5,1500.02
45,26,9,SUV,13055,0,58.7,0.29,0.19,26.8,54.8,24.7,0.01,1.3,1225.34
51,35,5,SUV,12964,1,61.3,2.5,1.65,13.2,42.2,18.1,0.42,30.8,1772.99
19,3,13,SUV,11252,0,27.7,0.45,2.02,23.0,24.0,16.0,1.54,13.1,1712.14
49,33,16,Hatchback,15330,0,53.7,0.46,2.52,12.9,72.1,22.1,0.91,42.5,1307.32
40,23,8,SUV,11087,2,52.8,3.98,3.11,18.2,61.9,30.6,0.08,7.1,2058.77
39,21,18,SUV,12926,0,40.0,1.61,0.85,14.7,69.9,42.9,1.82,13.1,1514.56
68,49,4,Sedan,16586,0,59.3,0.18,1.28,25.3,64.6,24.8,0.12,29.3,1422.29
42,27,6,Sedan,15163,0,50.0,0.23,0.01,12.2,68.0,27.3,0.07,11.0,1261.42
39,24,18,Hatchback,15144,0,61.5,0.48,1.02,52.9,32.9,34.0,0.17,16.0,1361.98
39,21,19,Sedan,7403,1,29.8,1.35,0.77,29.8,75.3,24.5,0.08,30.0,1496.39
66,50,6,SUV,14099,0,36.4,2.1,3.93,10.7,32.3,27.9,0.13,11.9,1337.02
69,50,1,Sedan,8486,0,46.1,0.48,2.78,14.8,44.0,31.6,0.18,25.8,1421.46
59,44,15,Sports,6874,1,59.1,3.07,1.92,17.8,54.7,33.8,0.45,18.0,1713.13
23,8,12,Sedan,11713,0,50.5,0.17,0.07,40.0,46.9,25.4,0.48,9.7,1396.85
32,16,7,Sports,8383,0,33.6,0.35,0.62,38.5,57.2,21.2,0.38,37.8,1808.38
71,53,5,Sedan,15162,0,66.3,5.28,1.43,11.7,46.1,26.6,0.18,6.8,1445.24
60,41,5,Sports,15258,0,41.5,0.22,0.04,59.3,79.0,11.4,1.53,55.1,2221.89
54,36,8,Truck,4389,0,34.0,3.29,0.32,22.7,70.8,27.3,0.18,20.9,946.55
50,32,3,Sedan,8687,0,35.7,1.83,2.62,21.8,83.6,31.9,0.26,3.5,1091.15
25,6,10,SUV,6161,2,29.0,0.11,0.17,20.3,66.7,38.6,0.27,33.9,1618.66
70,51,4,Sedan,10149,1,20.0,0.99,0.06,21.9,83.2,32.4,0.01,50.9,871.49
61,46,16,Sedan,13821,1,43.6,1.1,1.04,24.9,58.7,4.5,0.28,56.0,1307.08
61,46,19,Sports,11031,0,26.3,4.04,3.51,14.8,58.5,36.1,0.21,9.7,1705.09
22,3,6,SUV,9641,0,48.8,0.82,2.16,18.2,56.6,36.7,0.04,10.1,1568.72
56,39,14,SUV,17201,0,56.8,0.89,4.42,15.1,15.1,17.6,0.83,19.2,1546.35
21,6,14,Sedan,2781,1,49.5,0.18,1.68,14.4,41.3,21.8,0.62,1.2,1449.87
23,6,13,SUV,16947,0,45.5,1.53,0.69,21.9,75.9,36.5,0.17,31.8,1628.63
62,43,12,Sports,9823,0,26.5,0.36,3.52,18.2,17.5,25.4,0.15,15.1,1603.56
49,34,10,SUV,11688,2,55.2,0.12,0.67,43.9,74.3,20.3,1.18,32.0,1994.61
69,51,12,Hatchback,9891,0,68.4,8.67,0.52,33.5,65.4,19.0,0.1,0.4,1298.45
47,28,8,Hatchback,18172,2,61.9,0.47,0.71,28.8,51.3,46.1,1.03,21.0,1795.43
64,48,9,Sedan,7076,0,29.0,0.23,2.02,34.8,36.9,31.3,0.04,29.3,1298.76
52,35,3,Sedan,12047,0,44.1,1.8,3.0,47.7,50.3,22.8,0.91,5.9,1482.42
72,53,16,Sports,14110,0,41.6,2.59,0.53,38.1,85.7,36.4,0.39,20.8,1952.87
57,38,13,SUV,5556,0,40.2,0.1,0.74,37.2,22.4,24.3,0.75,40.9,1360.25
69,54,17,Sedan,8320,0,45.3,0.17,2.74,7.1,57.7,34.7,0.05,32.8,1015.48
33,18,10,Sedan,11407,0,71.0,0.14,0.06,16.7,39.8,29.6,0.27,14.1,1022.14
30,15,15,SUV,8453,0,46.3,0.07,1.84,28.1,69.2,22.3,0.3,13.3,1281.26
67,51,0,Truck,8738,0,39.7,1.62,0.73,39.4,55.9,29.0,0.36,15.1,1359.44
59,44,6,Sedan,10601,0,48.6,1.33,0.57,35.6,42.2,29.3,0.49,21.3,1454.89
47,28,9,Sedan,14598,2,29.2,1.63,0.71,17.9,69.7,31.4,0.25,10.4,1621.87
36,21,8,Hatchback,10629,1,36.4,1.06,0.65,8.9,66.8,38.0,0.3,11.8,1290.93
34,16,2,Truck,16314,1,56.8,2.55,1.7,28.2,31.0,42.7,0.23,26.9,2325.11
73,55,13,SUV,8009,0,47.3,1.19,3.16,10.3,30.1,28.3,0.6,23.1,1445.77
36,20,14,Truck,6992,0,70.2,3.77,0.81,25.6,53.5,9.7,1.2,36.4,2019.73
45,27,1,SUV,19705,0,48.2,1.0,2.15,20.7,70.2,32.0,0.06,46.4,1873.63
